event_id,timestamp,machine_id,operator_id,event_type,severity,risk_score,details,acknowledged
SE0362,2026-08-27 06:11:47,WHE038,OP046,Proximity Hazard,CRITICAL,88.5,Safety rule triggered: Proximity Hazard recorded on WHE038 during active shift.,True
SE0363,2026-08-29 04:01:47,COM048,OP059,Excessive Idling,MEDIUM,38.4,Safety rule triggered: Excessive Idling recorded on COM048 during active shift.,True
SE0364,2026-09-07 23:23:47,EXC049,OP031,Seatbelt Violation,HIGH,73.0,Safety rule triggered: Seatbelt Violation recorded on EXC049 during active shift.,False
SE0365,2026-09-08 03:04:47,DOZ027,OP072,Excessive Idling,MEDIUM,38.7,Safety rule triggered: Excessive Idling recorded on DOZ027 during active shift.,True
SE0366,2026-09-22 20:17:47,DUM017,OP020,Seatbelt Violation,HIGH,75.6,Safety rule triggered: Seatbelt Violation recorded on DUM017 during active shift.,True
SE0367,2026-09-21 02:09:47,COM030,OP046,Excessive Idling,MEDIUM,43.9,Safety rule triggered: Excessive Idling recorded on COM030 during active shift.,False
SE0368,2026-09-17 02:30:47,DUM029,OP045,Overheating,HIGH,75.8,Safety rule triggered: Overheating recorded on DUM029 during active shift.,False
SE0369,2026-08-29 20:36:47,DUM005,OP041,Seatbelt Violation,HIGH,69.6,Safety rule triggered: Seatbelt Violation recorded on DUM005 during active shift.,True
SE0370,2026-09-17 10:39:47,COM042,OP100,Proximity Hazard,CRITICAL,83.0,Safety rule triggered: Proximity Hazard recorded on COM042 during active shift.,True
SE0371,2026-08-29 11:34:47,WHE038,OP008,Overheating,HIGH,78.5,Safety rule triggered: Overheating recorded on WHE038 during active shift.,False
SE0372,2026-09-05 03:12:47,GRA046,OP006,High Vibration,HIGH,69.8,Safety rule triggered: High Vibration recorded on GRA046 during active shift.,False
SE0373,2026-09-11 23:05:47,DOZ003,OP053,High Vibration,HIGH,80.3,Safety rule triggered: High Vibration recorded on DOZ003 during active shift.,False
SE0374,2026-09-19 04:25:47,DUM047,OP065,High Fatigue,HIGH,66.0,Safety rule triggered: High Fatigue recorded on DUM047 during active shift.,True
SE0375,2026-09-15 00:57:47,EXC019,OP093,High Vibration,HIGH,75.3,Safety rule triggered: High Vibration recorded on EXC019 during active shift.,True
SE0376,2026-09-02 14:15:47,GRA034,OP043,Proximity Hazard,CRITICAL,68.1,Safety rule triggered: Proximity Hazard recorded on GRA034 during active shift.,True
SE0377,2026-09-13 06:31:47,COM024,OP032,Excessive Idling,MEDIUM,50.8,Safety rule triggered: Excessive Idling recorded on COM024 during active shift.,False
SE0378,2026-08-23 22:38:47,WHE044,OP017,Proximity Hazard,MEDIUM,79.8,Safety rule triggered: Proximity Hazard recorded on WHE044 during active shift.,True
SE0379,2026-09-01 13:46:47,DOZ003,OP081,Excessive Idling,MEDIUM,44.0,Safety rule triggered: Excessive Idling recorded on DOZ003 during active shift.,True
SE0380,2026-09-09 11:41:47,DOZ003,OP034,Seatbelt Violation,MEDIUM,75.0,Safety rule triggered: Seatbelt Violation recorded on DOZ003 during active shift.,True
SE0381,2026-09-21 10:38:47,COM048,OP011,Overheating,HIGH,84.8,Safety rule triggered: Overheating recorded on COM048 during active shift.,True
SE0382,2026-09-04 13:57:47,GRA016,OP040,High Vibration,HIGH,77.0,Safety rule triggered: High Vibration recorded on GRA016 during active shift.,False
SE0383,2026-09-20 16:12:47,DOZ027,OP010,High Fatigue,MEDIUM,68.2,Safety rule triggered: High Fatigue recorded on DOZ027 during active shift.,True
SE0384,2026-09-06 17:18:47,EXC049,OP077,High Vibration,HIGH,69.2,Safety rule triggered: High Vibration recorded on EXC049 during active shift.,True
SE0385,2026-08-28 01:57:47,COM048,OP052,Overheating,HIGH,72.9,Safety rule triggered: Overheating recorded on COM048 during active shift.,True
SE0386,2026-09-19 13:22:47,COM006,OP071,Seatbelt Violation,HIGH,67.8,Safety rule triggered: Seatbelt Violation recorded on COM006 during active shift.,True
SE0387,2026-08-30 21:23:47,DOZ033,OP028,High Fatigue,HIGH,59.2,Safety rule triggered: High Fatigue recorded on DOZ033 during active shift.,True
SE0388,2026-09-21 02:02:47,WHE026,OP055,High Fatigue,MEDIUM,60.1,Safety rule triggered: High Fatigue recorded on WHE026 during active shift.,False
SE0389,2026-09-08 22:10:47,WHE020,OP061,High Vibration,HIGH,67.0,Safety rule triggered: High Vibration recorded on WHE020 during active shift.,True
SE0390,2026-08-29 14:34:47,DOZ033,OP083,Seatbelt Violation,HIGH,75.3,Safety rule triggered: Seatbelt Violation recorded on DOZ033 during active shift.,True
SE0391,2026-09-02 12:40:47,DOZ033,OP063,Excessive Idling,MEDIUM,43.8,Safety rule triggered: Excessive Idling recorded on DOZ033 during active shift.,False
SE0392,2026-08-30 16:45:47,DUM047,OP060,High Fatigue,HIGH,62.0,Safety rule triggered: High Fatigue recorded on DUM047 during active shift.,False
SE0393,2026-09-02 23:35:47,WHE026,OP086,Excessive Idling,MEDIUM,43.0,Safety rule triggered: Excessive Idling recorded on WHE026 during active shift.,True
SE0394,2026-09-04 12:08:47,GRA010,OP091,Overheating,HIGH,71.1,Safety rule triggered: Overheating recorded on GRA010 during active shift.,True
SE0395,2026-09-19 00:05:47,COM024,OP092,High Vibration,HIGH,66.8,Safety rule triggered: High Vibration recorded on COM024 during active shift.,False
SE0396,2026-09-04 23:53:47,GRA022,OP077,Excessive Idling,MEDIUM,35.9,Safety rule triggered: Excessive Idling recorded on GRA022 during active shift.,True
SE0397,2026-09-04 10:22:47,GRA034,OP083,Seatbelt Violation,HIGH,74.9,Safety rule triggered: Seatbelt Violation recorded on GRA034 during active shift.,False
SE0398,2026-09-01 04:44:47,GRA046,OP022,High Fatigue,HIGH,67.2,Safety rule triggered: High Fatigue recorded on GRA046 during active shift.,True
SE0399,2026-08-31 06:31:47,DOZ015,OP001,High Vibration,HIGH,72.0,Safety rule triggered: High Vibration recorded on DOZ015 during active shift.,True
SE0400,2026-09-07 22:15:47,GRA046,OP024,Overheating,HIGH,74.7,Safety rule triggered: Overheating recorded on GRA046 during active shift.,True
SE0401,2026-09-14 20:15:47,WHE002,OP041,High Fatigue,HIGH,60.4,Safety rule triggered: High Fatigue recorded on WHE002 during active shift.,True
SE0402,2026-09-05 22:16:47,GRA016,OP080,High Vibration,MEDIUM,66.6,Safety rule triggered: High Vibration recorded on GRA016 during active shift.,False
SE0403,2026-09-15 10:48:47,GRA010,OP009,Proximity Hazard,CRITICAL,83.2,Safety rule triggered: Proximity Hazard recorded on GRA010 during active shift.,True
SE0404,2026-08-26 09:40:47,DUM005,OP028,High Fatigue,HIGH,58.4,Safety rule triggered: High Fatigue recorded on DUM005 during active shift.,True
SE0405,2026-09-22 02:09:47,EXC025,OP049,Overheating,HIGH,76.8,Safety rule triggered: Overheating recorded on EXC025 during active shift.,True
SE0406,2026-08-27 04:22:47,WHE020,OP058,Excessive Idling,MEDIUM,42.3,Safety rule triggered: Excessive Idling recorded on WHE020 during active shift.,True
SE0407,2026-08-28 09:36:47,COM036,OP076,Proximity Hazard,CRITICAL,82.5,Safety rule triggered: Proximity Hazard recorded on COM036 during active shift.,False
SE0408,2026-08-30 19:36:47,COM030,OP094,High Fatigue,HIGH,61.6,Safety rule triggered: High Fatigue recorded on COM030 during active shift.,False
SE0409,2026-09-09 02:28:47,DUM011,OP034,High Fatigue,HIGH,58.0,Safety rule triggered: High Fatigue recorded on DUM011 during active shift.,True
SE0410,2026-09-17 01:30:47,DOZ009,OP001,High Fatigue,HIGH,72.6,Safety rule triggered: High Fatigue recorded on DOZ009 during active shift.,True
SE0411,2026-09-20 12:06:47,DUM017,OP037,Overheating,HIGH,78.1,Safety rule triggered: Overheating recorded on DUM017 during active shift.,True
SE0412,2026-08-25 04:58:47,WHE044,OP022,High Vibration,MEDIUM,73.1,Safety rule triggered: High Vibration recorded on WHE044 during active shift.,False
SE0413,2026-09-16 00:29:47,EXC031,OP083,Overheating,HIGH,64.1,Safety rule triggered: Overheating recorded on EXC031 during active shift.,True
SE0414,2026-09-01 12:48:47,DUM035,OP096,Seatbelt Violation,HIGH,77.2,Safety rule triggered: Seatbelt Violation recorded on DUM035 during active shift.,True
SE0415,2026-08-24 19:43:47,DOZ027,OP040,Excessive Idling,MEDIUM,41.6,Safety rule triggered: Excessive Idling recorded on DOZ027 during active shift.,True
SE0416,2026-09-17 09:36:47,WHE020,OP013,Excessive Idling,MEDIUM,46.4,Safety rule triggered: Excessive Idling recorded on WHE020 during active shift.,True
SE0417,2026-09-06 13:40:47,COM024,OP010,Proximity Hazard,CRITICAL,89.2,Safety rule triggered: Proximity Hazard recorded on COM024 during active shift.,True
SE0418,2026-09-11 19:08:47,EXC001,OP019,Proximity Hazard,CRITICAL,80.0,Safety rule triggered: Proximity Hazard recorded on EXC001 during active shift.,True
SE0419,2026-08-25 22:24:47,EXC013,OP035,High Fatigue,MEDIUM,68.1,Safety rule triggered: High Fatigue recorded on EXC013 during active shift.,True
SE0420,2026-09-12 05:30:47,DUM035,OP011,High Fatigue,MEDIUM,57.9,Safety rule triggered: High Fatigue recorded on DUM035 during active shift.,True
SE0421,2026-09-06 00:14:47,GRA034,OP100,Overheating,HIGH,80.3,Safety rule triggered: Overheating recorded on GRA034 during active shift.,False
SE0422,2026-09-19 19:59:47,DUM011,OP089,High Vibration,MEDIUM,71.5,Safety rule triggered: High Vibration recorded on DUM011 during active shift.,True
SE0423,2026-09-12 15:25:47,DOZ039,OP042,Overheating,HIGH,73.2,Safety rule triggered: Overheating recorded on DOZ039 during active shift.,True
SE0424,2026-09-07 02:19:47,GRA004,OP074,Overheating,HIGH,73.6,Safety rule triggered: Overheating recorded on GRA004 during active shift.,False
SE0425,2026-08-25 06:51:47,WHE044,OP010,High Vibration,HIGH,71.9,Safety rule triggered: High Vibration recorded on WHE044 during active shift.,False
SE0426,2026-09-11 18:58:47,EXC025,OP043,Overheating,HIGH,74.6,Safety rule triggered: Overheating recorded on EXC025 during active shift.,False
SE0427,2026-09-11 15:29:47,EXC025,OP059,Seatbelt Violation,HIGH,73.5,Safety rule triggered: Seatbelt Violation recorded on EXC025 during active shift.,True
SE0428,2026-09-17 09:22:47,WHE014,OP069,Proximity Hazard,CRITICAL,85.7,Safety rule triggered: Proximity Hazard recorded on WHE014 during active shift.,False
SE0429,2026-09-05 17:09:47,DOZ015,OP040,Overheating,HIGH,74.9,Safety rule triggered: Overheating recorded on DOZ015 during active shift.,True
SE0430,2026-08-30 11:16:47,COM036,OP092,Seatbelt Violation,HIGH,71.1,Safety rule triggered: Seatbelt Violation recorded on COM036 during active shift.,False
SE0431,2026-08-23 18:29:47,GRA004,OP026,High Vibration,HIGH,73.9,Safety rule triggered: High Vibration recorded on GRA004 during active shift.,True
SE0432,2026-09-17 03:50:47,DUM017,OP050,Seatbelt Violation,HIGH,72.6,Safety rule triggered: Seatbelt Violation recorded on DUM017 during active shift.,False
SE0433,2026-08-28 06:46:47,GRA046,OP078,Proximity Hazard,CRITICAL,86.5,Safety rule triggered: Proximity Hazard recorded on GRA046 during active shift.,False
SE0434,2026-08-31 15:55:47,DUM011,OP014,High Fatigue,HIGH,75.2,Safety rule triggered: High Fatigue recorded on DUM011 during active shift.,True
SE0435,2026-08-31 04:25:47,EXC037,OP060,High Fatigue,HIGH,72.4,Safety rule triggered: High Fatigue recorded on EXC037 during active shift.,True
SE0436,2026-08-25 09:12:47,WHE038,OP095,Seatbelt Violation,HIGH,67.7,Safety rule triggered: Seatbelt Violation recorded on WHE038 during active shift.,False
SE0437,2026-09-13 07:24:47,DUM005,OP066,Proximity Hazard,CRITICAL,80.9,Safety rule triggered: Proximity Hazard recorded on DUM005 during active shift.,True
SE0438,2026-09-21 09:42:47,EXC013,OP038,Excessive Idling,MEDIUM,41.9,Safety rule triggered: Excessive Idling recorded on EXC013 during active shift.,True
SE0439,2026-09-21 05:58:47,DUM047,OP052,High Fatigue,HIGH,47.4,Safety rule triggered: High Fatigue recorded on DUM047 during active shift.,True
SE0440,2026-08-25 14:47:47,COM006,OP043,Proximity Hazard,MEDIUM,80.6,Safety rule triggered: Proximity Hazard recorded on COM006 during active shift.,True
SE0441,2026-08-27 10:50:47,COM024,OP026,High Fatigue,HIGH,66.1,Safety rule triggered: High Fatigue recorded on COM024 during active shift.,True
SE0442,2026-09-22 06:12:47,DOZ021,OP029,Seatbelt Violation,HIGH,66.5,Safety rule triggered: Seatbelt Violation recorded on DOZ021 during active shift.,True
SE0443,2026-09-22 21:19:47,WHE020,OP038,Seatbelt Violation,HIGH,76.1,Safety rule triggered: Seatbelt Violation recorded on WHE020 during active shift.,True
SE0444,2026-09-02 09:16:47,DUM035,OP012,Excessive Idling,MEDIUM,53.2,Safety rule triggered: Excessive Idling recorded on DUM035 during active shift.,True
SE0445,2026-09-10 00:22:47,GRA040,OP095,Seatbelt Violation,HIGH,69.9,Safety rule triggered: Seatbelt Violation recorded on GRA040 during active shift.,True
SE0446,2026-09-02 02:00:47,COM036,OP039,Overheating,HIGH,73.1,Safety rule triggered: Overheating recorded on COM036 during active shift.,True
SE0447,2026-08-30 21:55:47,COM030,OP053,High Fatigue,HIGH,78.3,Safety rule triggered: High Fatigue recorded on COM030 during active shift.,False
SE0448,2026-09-13 02:19:47,COM048,OP040,Proximity Hazard,CRITICAL,83.4,Safety rule triggered: Proximity Hazard recorded on COM048 during active shift.,False
SE0449,2026-09-17 16:17:47,COM036,OP095,Seatbelt Violation,HIGH,69.6,Safety rule triggered: Seatbelt Violation recorded on COM036 during active shift.,True
SE0450,2026-09-09 15:43:47,EXC007,OP019,Overheating,HIGH,71.1,Safety rule triggered: Overheating recorded on EXC007 during active shift.,False
SE0451,2026-09-19 10:48:47,COM018,OP044,Overheating,HIGH,82.0,Safety rule triggered: Overheating recorded on COM018 during active shift.,True
SE0452,2026-09-20 15:35:47,WHE020,OP088,Excessive Idling,MEDIUM,42.8,Safety rule triggered: Excessive Idling recorded on WHE020 during active shift.,False
SE0453,2026-09-10 09:06:47,EXC007,OP003,High Vibration,HIGH,78.7,Safety rule triggered: High Vibration recorded on EXC007 during active shift.,False
SE0454,2026-09-02 23:41:47,COM048,OP049,High Vibration,HIGH,76.4,Safety rule triggered: High Vibration recorded on COM048 during active shift.,True
SE0455,2026-09-23 10:40:47,GRA040,OP012,High Vibration,HIGH,80.8,Safety rule triggered: High Vibration recorded on GRA040 during active shift.,True
SE0456,2026-09-03 08:09:47,DUM047,OP068,High Vibration,HIGH,68.0,Safety rule triggered: High Vibration recorded on DUM047 during active shift.,True
SE0457,2026-09-19 08:28:47,EXC043,OP033,Proximity Hazard,CRITICAL,83.3,Safety rule triggered: Proximity Hazard recorded on EXC043 during active shift.,True
SE0458,2026-09-09 19:29:47,DUM035,OP019,Excessive Idling,MEDIUM,44.2,Safety rule triggered: Excessive Idling recorded on DUM035 during active shift.,False
SE0459,2026-09-20 15:04:47,GRA010,OP088,Proximity Hazard,CRITICAL,80.5,Safety rule triggered: Proximity Hazard recorded on GRA010 during active shift.,True
SE0460,2026-09-11 06:51:47,DUM023,OP082,Excessive Idling,MEDIUM,45.1,Safety rule triggered: Excessive Idling recorded on DUM023 during active shift.,False
SE0461,2026-09-04 23:39:47,EXC025,OP080,High Vibration,HIGH,73.4,Safety rule triggered: High Vibration recorded on EXC025 during active shift.,True
SE0462,2026-09-16 15:07:47,WHE002,OP068,Proximity Hazard,CRITICAL,89.6,Safety rule triggered: Proximity Hazard recorded on WHE002 during active shift.,False
SE0463,2026-08-29 09:44:47,WHE032,OP074,High Fatigue,HIGH,65.7,Safety rule triggered: High Fatigue recorded on WHE032 during active shift.,False
SE0464,2026-09-11 17:16:47,EXC001,OP002,High Vibration,HIGH,66.4,Safety rule triggered: High Vibration recorded on EXC001 during active shift.,True
SE0465,2026-08-28 15:02:47,DOZ009,OP085,Proximity Hazard,CRITICAL,88.9,Safety rule triggered: Proximity Hazard recorded on DOZ009 during active shift.,True
SE0466,2026-09-08 08:15:47,DUM041,OP046,High Vibration,HIGH,73.7,Safety rule triggered: High Vibration recorded on DUM041 during active shift.,False
SE0467,2026-09-09 11:00:47,COM036,OP081,Proximity Hazard,CRITICAL,83.2,Safety rule triggered: Proximity Hazard recorded on COM036 during active shift.,True
SE0468,2026-09-19 11:38:47,EXC013,OP021,High Vibration,HIGH,76.3,Safety rule triggered: High Vibration recorded on EXC013 during active shift.,True
SE0469,2026-09-09 03:33:47,COM042,OP085,Seatbelt Violation,HIGH,71.5,Safety rule triggered: Seatbelt Violation recorded on COM042 during active shift.,True
SE0470,2026-09-08 08:17:47,GRA022,OP079,Overheating,HIGH,77.5,Safety rule triggered: Overheating recorded on GRA022 during active shift.,True
SE0471,2026-09-09 08:30:47,EXC013,OP072,High Fatigue,MEDIUM,62.9,Safety rule triggered: High Fatigue recorded on EXC013 during active shift.,True
SE0472,2026-09-21 02:36:47,GRA040,OP045,Proximity Hazard,MEDIUM,90.6,Safety rule triggered: Proximity Hazard recorded on GRA040 during active shift.,True
SE0473,2026-08-29 11:09:47,COM012,OP092,High Fatigue,HIGH,64.5,Safety rule triggered: High Fatigue recorded on COM012 during active shift.,True
SE0474,2026-08-25 14:45:47,WHE044,OP066,High Fatigue,HIGH,62.4,Safety rule triggered: High Fatigue recorded on WHE044 during active shift.,True
SE0475,2026-08-24 15:07:47,GRA046,OP019,Seatbelt Violation,HIGH,72.0,Safety rule triggered: Seatbelt Violation recorded on GRA046 during active shift.,False
SE0476,2026-08-28 23:42:47,WHE026,OP003,Overheating,HIGH,73.4,Safety rule triggered: Overheating recorded on WHE026 during active shift.,False
SE0477,2026-09-23 06:45:47,EXC019,OP071,Seatbelt Violation,HIGH,71.0,Safety rule triggered: Seatbelt Violation recorded on EXC019 during active shift.,False
SE0478,2026-09-10 00:26:47,DUM017,OP002,Proximity Hazard,CRITICAL,81.7,Safety rule triggered: Proximity Hazard recorded on DUM017 during active shift.,False
SE0479,2026-09-08 23:03:47,EXC031,OP034,High Fatigue,HIGH,66.4,Safety rule triggered: High Fatigue recorded on EXC031 during active shift.,False
SE0480,2026-09-21 16:54:47,DOZ039,OP044,High Vibration,HIGH,79.4,Safety rule triggered: High Vibration recorded on DOZ039 during active shift.,True
SE0481,2026-09-02 19:31:47,DUM017,OP011,Seatbelt Violation,MEDIUM,72.4,Safety rule triggered: Seatbelt Violation recorded on DUM017 during active shift.,False
SE0482,2026-09-12 21:48:47,WHE038,OP065,High Vibration,HIGH,71.7,Safety rule triggered: High Vibration recorded on WHE038 during active shift.,True
SE0483,2026-09-17 11:28:47,DOZ045,OP034,Excessive Idling,MEDIUM,48.9,Safety rule triggered: Excessive Idling recorded on DOZ045 during active shift.,True
SE0484,2026-09-03 00:35:47,EXC025,OP043,Seatbelt Violation,HIGH,77.7,Safety rule triggered: Seatbelt Violation recorded on EXC025 during active shift.,True
SE0485,2026-09-06 17:36:47,DOZ009,OP029,Excessive Idling,MEDIUM,52.1,Safety rule triggered: Excessive Idling recorded on DOZ009 during active shift.,True
SE0486,2026-08-24 19:15:47,GRA034,OP066,Excessive Idling,MEDIUM,37.0,Safety rule triggered: Excessive Idling recorded on GRA034 during active shift.,False
SE0487,2026-09-11 22:09:47,DUM047,OP049,Excessive Idling,MEDIUM,42.0,Safety rule triggered: Excessive Idling recorded on DUM047 during active shift.,True
SE0488,2026-08-28 04:34:47,GRA040,OP080,High Vibration,HIGH,72.6,Safety rule triggered: High Vibration recorded on GRA040 during active shift.,True
SE0489,2026-09-02 10:53:47,WHE014,OP050,Seatbelt Violation,HIGH,70.2,Safety rule triggered: Seatbelt Violation recorded on WHE014 during active shift.,False
SE0490,2026-08-26 07:58:47,COM042,OP017,Excessive Idling,MEDIUM,39.8,Safety rule triggered: Excessive Idling recorded on COM042 during active shift.,True
SE0491,2026-09-20 06:04:47,WHE002,OP012,Overheating,HIGH,69.0,Safety rule triggered: Overheating recorded on WHE002 during active shift.,True
SE0492,2026-08-25 03:08:47,EXC025,OP002,Overheating,HIGH,70.8,Safety rule triggered: Overheating recorded on EXC025 during active shift.,True
SE0493,2026-09-01 21:25:47,WHE038,OP036,Excessive Idling,MEDIUM,42.4,Safety rule triggered: Excessive Idling recorded on WHE038 during active shift.,True
SE0494,2026-09-04 12:09:47,EXC049,OP074,Seatbelt Violation,HIGH,70.7,Safety rule triggered: Seatbelt Violation recorded on EXC049 during active shift.,True
SE0495,2026-09-17 01:26:47,DOZ033,OP003,Proximity Hazard,CRITICAL,86.8,Safety rule triggered: Proximity Hazard recorded on DOZ033 during active shift.,True
SE0496,2026-08-31 03:55:47,EXC049,OP093,Seatbelt Violation,HIGH,59.3,Safety rule triggered: Seatbelt Violation recorded on EXC049 during active shift.,True
SE0497,2026-09-13 04:17:47,WHE038,OP098,Overheating,HIGH,73.5,Safety rule triggered: Overheating recorded on WHE038 during active shift.,True
SE0498,2026-09-05 02:47:47,DUM011,OP092,Overheating,HIGH,65.6,Safety rule triggered: Overheating recorded on DUM011 during active shift.,True
SE0499,2026-09-01 08:31:47,DUM005,OP076,High Fatigue,HIGH,59.3,Safety rule triggered: High Fatigue recorded on DUM005 during active shift.,True
SE0500,2026-08-31 11:03:47,COM030,OP073,High Fatigue,HIGH,58.8,Safety rule triggered: High Fatigue recorded on COM030 during active shift.,True
